ID_ESPACIO,ID_EDIFICIO,ID_UTC,ID_CENTRO,ID_CC,ID_SOROLLA,TIPO_DE_USO,LARGO,ANCHO,DIAGONAL,SUPERFICIE,ALTURA_MAXIMA,ALTURA_MEDIA,VOLUMEN,FALSO_TECHO,NMRO_VENTANAS,PERSIANAS_EXT,ORIENTACION_PRAL,ILUMINACION_ART,NMRO_PUNTOS_LUZ,NMRO_PUNTOS_AGUA,NMRO_PUNTOS_GAS,VITRINAS_RIESGO_BIOLOGICO,VITRINAS_RIESGO_QUIMICO,NMRO_VITRINAS_RB,NMRO_VITRINAS_RQ,PTOS_EXTRACCION_LOCALIZADA,NMRO_PTOS_EXT_LOCALIZ,TIPO_CALEFACCION,TIPO_CLIMATIZACION,ROSETAS_VOZ,ROSETAS_DATOS,CAÑON_FIJO,PANTALLA_PROYECTOR,EQUIPO_DE_SONIDO,TV,VIDEO,DVD,FOTOCOPIADORAS,IMPRESORAS,ORDENADORES,FAXES,TELEFONOS,PIZARRA,NMRO_PLAZAS,CAD_ASOCIADO,OBSERVACIONES,EXTINTORES_DE_POLVO,EXTINTORES_DE_CO2,NMRO_EXTINTORES_POLVO,NMRO_EXTINTORES_CO2,BIES,NMRO_BIES,TIPO_BIES,COLUMNA_SECA,GRUPO_DE_PRESION_INCENDIOS,DETECCION_DE_INCENDIOS,PROTECCION_POR_ROCIADORES,ILUMINACION_DE_EMERGENCIA,POTENCIA_ELECTRICA_INSTALADAW,RESERVABLE
"CRE.1065.00.020","CRE.1065.","00.020","PASILLO",,0,31,0.00000000,0.00000000,0.00000000,1044.20000000,2.890,2.890,3017.73800000,1,0,1,2,6,143,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,0,0,0,3,0,,,1,0,8,0,1,6,2,0,0,1,0,1,0,0
"CRE.1065.00.030","CRE.1065.","00.030","CONSERGERIA",,0,14,0.00000000,0.00000000,0.00000000,33.38000000,2.890,2.890,96.46800000,1,6,1,2,6,4,0,0,0,0,0,0,0,0,1,4,,,0,0,0,0,0,0,0,1,4,0,2,3,4,,,0,0,0,0,0,0,2,0,0,1,0,1,0,0
"CRE.1065.00.040","CRE.1065.","00.040","CONSERGERIA",,0,14,0.00000000,0.00000000,0.00000000,21.78000000,2.890,2.890,62.94400000,1,4,1,2,6,4,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,0,1,0,3,1,,,0,0,0,0,0,0,2,0,0,1,0,1,0,0
"CRE.1065.00.050","CRE.1065.","00.050","ALMACEN REPROGRAFIA",,1091,33,0.00000000,0.00000000,0.00000000,44.24000000,2.500,2.500,110.60000000,1,8,3,7,5,6,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,2,2,0,1,1,2,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CRE.1065.00.060","CRE.1065.","00.060","REPROGRAFIA",,0,33,0.00000000,0.00000000,0.00000000,33.00000000,2.600,2.600,85.80000000,1,6,3,7,5,6,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,3,0,0,0,1,1,2,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CRE.1065.00.080","CRE.1065.","00.080","SALA LECTURA",,1088,38,0.00000000,0.00000000,0.00000000,130.00000000,2.500,2.500,325.00000000,1,25,3,7,5,20,0,0,0,0,0,0,0,0,6,5,,,0,0,0,0,0,0,0,0,0,0,0,1,156,,,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"CRE.1065.00.084","CRE.1065.","00.084","DESPACHOS CB1 0 1",,5444,17,0.00000000,0.00000000,0.00000000,44.48000000,2.540,2.540,112.97900000,1,5,3,5,5,6,0,0,0,0,0,0,0,0,6,1,,,0,0,0,0,0,0,1,0,1,0,1,1,1,,"119 120 121",0,0,0,0,0,0,2,0,0,1,0,0,0,0
"CRE.1065.00.088","CRE.1065.","00.088","DESPACHOS CB1 0 2",,5445,17,0.00000000,0.00000000,0.00000000,21.00000000,2.540,2.540,53.34000000,1,3,3,6,5,6,0,0,0,0,0,0,0,0,6,1,,,0,0,0,0,0,0,0,0,3,0,1,1,1,,"123 124 125 126",0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.00.090","CRE.1065.","00.090","DESPACHOS CB1 0 3",,5446,17,0.00000000,0.00000000,0.00000000,21.75000000,2.540,2.540,55.24500000,1,3,3,6,5,6,0,0,0,0,0,0,0,0,6,1,,,0,0,0,0,0,0,0,2,3,0,2,1,2,,"127 128 129 130",0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.00.092","CRE.1065.","00.092","DESPACHOS CB1 0 4",,5447,17,0.00000000,0.00000000,0.00000000,21.75000000,2.540,2.540,55.24500000,1,3,3,6,5,6,0,0,0,0,0,0,0,0,6,1,,,0,0,0,0,0,0,0,2,2,0,2,1,2,,"131 132 133 134",0,0,0,0,0,0,2,0,0,1,0,0,0,0
"CRE.1065.00.094","CRE.1065.","00.094","SEMINARIO / DESPACHOS",,5448,17,0.00000000,0.00000000,0.00000000,17.00000000,2.540,2.540,43.18000000,1,2,3,6,4,4,0,0,0,0,0,0,0,0,6,1,,,0,0,0,0,0,0,0,1,1,1,0,1,3,,"107 108 109",0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.00.095","CRE.1065.","00.095","SEMINARIO / DESPACHOS I3A",,0,17,0.00000000,0.00000000,0.00000000,10.13000000,2.540,2.540,25.73000000,1,2,3,5,5,4,0,0,0,0,0,0,0,0,6,1,,,0,0,0,0,0,0,0,0,1,0,1,1,1,,"113 114 115",0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.00.096","CRE.1065.","00.096","SEMINARIO / DESPACHOS I3A",,0,17,0.00000000,0.00000000,0.00000000,15.54000000,2.540,2.540,39.47200000,1,6,3,4,5,4,0,0,0,0,0,0,0,0,6,1,,,0,0,0,0,0,0,0,0,2,0,2,1,2,,"110 111 112",0,0,0,0,0,0,2,0,0,1,0,0,0,0
"CRE.1065.00.100","CRE.1065.","00.100","SEMINARIO / DESPACHOS I3A",,5449,17,0.00000000,0.00000000,0.00000000,44.48000000,2.540,2.540,112.97900000,1,5,3,5,5,12,0,0,0,0,0,0,0,0,6,1,,,0,0,0,0,0,0,1,2,4,0,2,1,4,,"116 117 118",0,0,0,0,0,0,2,0,0,1,0,0,0,0
"CRE.1065.00.110","CRE.1065.","00.110","PASILLO",,1357,31,0.00000000,0.00000000,0.00000000,68.00000000,10.400,9.050,615.40000000,1,0,1,2,5,29,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,"105 106",1,0,1,0,1,1,2,0,0,1,0,1,0,0
"CRE.1065.00.130","CRE.1065.","00.130","SALA INFORMATICA",,0,45,0.00000000,0.00000000,0.00000000,90.00000000,2.500,2.500,225.00000000,1,6,3,5,5,28,0,0,0,0,0,0,0,0,6,5,,,0,0,0,0,0,0,0,0,21,0,0,1,21,,,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"CRE.1065.00.131","CRE.1065.","00.131","PASILLO",,1357,31,0.00000000,0.00000000,0.00000000,20.00000000,2.800,2.800,56.00000000,1,0,1,2,5,4,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1,1,1,1,0,0,0,0,0,1,0,1,0,0
"CRE.1065.00.245","CRE.1065.","00.245",,,0,31,0.00000000,0.00000000,0.00000000,30.56000000,2.800,2.800,85.56800000,1,0,1,2,2,7,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"CRE.1065.00.250","CRE.1065.","00.250","CAFETERÍA",,1707,11,0.00000000,0.00000000,0.00000000,260.00000000,6.300,4.400,1144.00000000,1,0,1,2,2,88,0,0,0,0,0,0,0,0,6,3,,,0,0,0,0,0,0,0,0,0,0,1,1,100,,,1,0,2,0,0,0,0,0,0,1,0,1,0,0
"CRE.1065.00.260","CRE.1065.","00.260","COMEDOR",,0,11,0.00000000,0.00000000,0.00000000,480.00000000,2.580,2.580,1238.40000000,1,48,1,2,5,117,1,0,0,0,0,0,0,0,6,1,,,0,0,0,0,0,0,0,0,0,0,0,1,240,,,1,0,2,0,1,2,2,0,0,1,0,1,0,0
"CRE.1065.00.265","CRE.1065.","00.265","COCINA",,2050,12,0.00000000,0.00000000,0.00000000,86.00000000,2.200,2.200,189.20000000,1,0,1,2,5,23,3,6,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"CRE.1065.00.270","CRE.1065.","00.270","VESTUARIOS",,0,51,0.00000000,0.00000000,0.00000000,14.00000000,2.300,2.300,32.20000000,1,0,1,2,6,5,6,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRE.1065.00.275","CRE.1065.","00.275","VESTUARIOS",,0,50,0.00000000,0.00000000,0.00000000,14.00000000,2.300,2.300,32.20000000,1,0,1,2,6,5,6,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRE.1065.00.280","CRE.1065.","00.280","CAMARA FRIGO",,0,12,0.00000000,0.00000000,0.00000000,11.00000000,2.000,2.000,22.00000000,0,0,1,2,5,1,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRE.1065.00.281","CRE.1065.","00.281","CAMARA FRIGO",,0,12,0.00000000,0.00000000,0.00000000,5.50000000,2.000,2.000,11.00000000,0,0,1,2,5,1,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRE.1065.00.282","CRE.1065.","00.282","CAMARA FRIGO",,0,12,0.00000000,0.00000000,0.00000000,5.50000000,2.000,2.000,11.00000000,0,0,1,2,5,1,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRE.1065.00.290","CRE.1065.","00.290","COCINA",,2051,12,0.00000000,0.00000000,0.00000000,20.00000000,2.200,2.200,44.00000000,1,0,1,2,5,2,2,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRE.1065.00.300","CRE.1065.","00.300","ALMACÉN",,0,2,0.00000000,0.00000000,0.00000000,5.30000000,2.200,2.200,11.66000000,1,0,1,2,5,1,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRE.1065.00.310","CRE.1065.","00.310","DESPACHO",,0,53,0.00000000,0.00000000,0.00000000,5.30000000,2.200,2.200,11.66000000,1,0,1,2,5,1,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,1,1,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRE.1065.00.320","CRE.1065.","00.320","PASILLO ",,0,31,0.00000000,0.00000000,0.00000000,30.56000000,2.800,2.800,85.56800000,1,0,1,1,5,7,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,"1038 1037 1036",0,0,0,0,0,0,2,0,0,1,0,1,0,0
"CRE.1065.00.330","CRE.1065.","00.330","SECRETARÍA CIRCE",,0,47,0.00000000,0.00000000,0.00000000,36.00000000,2.842,2.842,102.31200000,1,1,3,2,5,7,0,0,0,0,0,0,0,0,4,4,,,0,0,0,0,0,0,0,0,0,0,1,1,1,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CRE.1065.00.340","CRE.1065.","00.340","DESPACHO",,1104,17,0.00000000,0.00000000,0.00000000,17.00000000,2.800,2.800,47.60000000,1,0,1,2,5,4,0,0,0,0,0,0,0,0,4,4,,,0,0,0,0,0,0,0,0,3,0,1,1,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRE.1065.00.350","CRE.1065.","00.350","DESPACHO",,0,17,0.00000000,0.00000000,0.00000000,27.00000000,2.830,2.830,76.41000000,1,2,1,5,5,4,0,0,0,0,0,0,0,0,1,4,,,0,0,0,0,0,0,0,1,1,0,1,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRE.1065.00.360","CRE.1065.","00.360","DESPACHO",,1371,17,0.00000000,0.00000000,0.00000000,15.00000000,2.830,2.830,42.45000000,1,3,1,5,5,4,0,0,0,0,0,0,0,0,4,4,,,0,0,0,0,0,0,0,1,3,1,1,1,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRE.1065.00.370","CRE.1065.","00.370","BIBLIOTECA",,1601,48,0.00000000,0.00000000,0.00000000,21.00000000,2.830,2.830,59.43000000,1,3,1,5,5,4,0,0,0,0,0,0,0,0,1,4,,,0,0,0,0,0,0,0,0,0,0,0,1,12,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CRE.1065.00.380","CRE.1065.","00.380","DESPACHO",,1600,48,0.00000000,0.00000000,0.00000000,21.00000000,2.830,2.830,59.43000000,1,3,1,5,5,4,0,0,0,0,0,0,0,0,1,4,,,0,0,0,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRE.1065.00.390","CRE.1065.","00.390","DESPACHO",,1372,17,0.00000000,0.00000000,0.00000000,21.00000000,2.830,2.830,59.43000000,1,0,1,5,5,2,0,0,0,0,0,0,0,0,1,4,,,0,0,0,0,0,0,0,1,3,0,1,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRE.1065.00.400","CRE.1065.","00.400","DESPACHO",,0,17,0.00000000,0.00000000,0.00000000,21.50000000,2.830,2.830,60.84500000,1,3,3,5,5,2,0,0,0,0,0,0,0,0,1,4,,,0,0,0,0,0,0,0,1,2,0,1,1,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRE.1065.00.410","CRE.1065.","00.410","DESPACHO",,1105,17,0.00000000,0.00000000,0.00000000,21.60000000,2.830,2.830,61.12800000,1,3,3,5,5,2,0,0,0,0,0,0,0,0,1,4,,,0,0,0,0,0,0,0,0,3,0,1,1,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRE.1065.00.430","CRE.1065.","00.430","DESPACHO BECARIOS",,1603,17,0.00000000,0.00000000,0.00000000,40.00000000,2.830,2.830,113.20000000,1,3,3,5,5,4,0,0,0,0,0,0,0,0,1,4,,,0,0,0,0,0,0,0,0,9,0,1,1,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRE.1065.00.440","CRE.1065.","00.440","FOTOCOPIADORA",,5459,29,0.00000000,0.00000000,0.00000000,5.22000000,2.830,2.830,14.77300000,1,0,1,2,5,1,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRE.1065.00.445","CRE.1065.","00.445","ALMACEN",,0,29,0.00000000,0.00000000,0.00000000,10.50000000,2.830,2.830,29.71500000,1,0,1,2,5,1,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRE.1065.00.450","CRE.1065.","00.450","PASILLO",,0,31,0.00000000,0.00000000,0.00000000,160.00000000,7.690,4.870,779.20000000,1,0,1,2,5,8,0,0,0,0,0,0,0,0,6,5,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,"1045 1046 1047",0,0,0,0,0,0,2,0,0,1,0,1,0,0
"CRE.1065.00.460","CRE.1065.","00.460","SALA DE GRADOS",,1597,57,0.00000000,0.00000000,0.00000000,87.96000000,2.050,2.050,180.31800000,1,12,1,5,5,8,0,0,0,0,0,0,0,0,6,5,,,1,1,1,0,0,0,0,0,0,0,0,1,60,,"1048 1049 1050",0,0,0,0,0,0,2,0,0,1,0,1,0,0
"CRE.1065.00.470","CRE.1065.","00.470","ARCHIVOS ",,1597,5,0.00000000,0.00000000,0.00000000,43.00000000,2.050,2.050,88.15000000,1,12,3,3,5,9,0,0,0,0,0,0,0,0,6,5,,,0,0,0,0,0,0,0,1,0,0,0,1,0,,"1054 1055 1056",0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.00.480","CRE.1065.","00.480","SECRETARIA",,0,47,0.00000000,0.00000000,0.00000000,90.00000000,2.050,2.050,184.50000000,1,12,3,1,5,12,0,0,0,0,0,0,0,0,6,5,,,0,0,0,0,0,0,0,4,10,0,3,1,10,,"1051 1052 1053",0,0,0,0,0,0,2,0,0,1,0,1,0,0
"CRE.1065.00.490","CRE.1065","00.490","CD 0 4",,1596,43,0.00000000,0.00000000,0.00000000,87.00000000,2.500,2.500,217.50000000,1,18,3,8,5,8,0,0,0,0,0,0,0,0,6,5,,,0,0,0,0,0,0,0,0,0,0,0,1,84,,,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"CRE.1065.00.500","CRE.1065.","00.500","ADMINISTRACIÓN ",,1595,16,0.00000000,0.00000000,0.00000000,21.00000000,2.050,2.050,43.05000000,1,3,3,7,5,2,0,0,0,0,0,0,0,0,6,5,,,0,0,0,0,0,0,0,1,1,0,1,1,0,,"1057 1058 1059",0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.00.510","CRE.1065.","00.510","SECRETARIA DIRECCIÓN  ",,0,47,0.00000000,0.00000000,0.00000000,20.00000000,2.050,2.050,41.00000000,1,3,1,7,5,2,0,0,0,0,0,0,0,0,6,5,,,0,0,0,0,0,0,1,0,1,0,1,1,1,,"1042 1043 1044",0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.00.520","CRE.1065","00.520","C1 0 11",,1367,16,0.00000000,0.00000000,0.00000000,32.16000000,2.500,2.500,80.40000000,1,6,3,7,5,4,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,2,2,0,2,1,2,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CRE.1065.00.530","CRE.1065","00.530","C1 0 10",,1102,16,0.00000000,0.00000000,0.00000000,33.58000000,2.500,2.500,83.95000000,1,6,3,7,5,4,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,2,2,0,2,1,2,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CRE.1065.00.540","CRE.1065.","00.540","DESPACHO C1 0 9",,2049,30,0.00000000,0.00000000,0.00000000,17.00000000,2.600,2.600,44.20000000,1,3,1,7,5,2,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,2,2,0,2,1,2,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CRE.1065.00.550","CRE.1065","00.550","C1 0 8",,1367,15,0.00000000,0.00000000,0.00000000,34.37000000,2.500,2.500,85.92500000,1,6,3,7,5,4,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,1,6,0,1,1,7,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CRE.1065.00.555","CRE.1065.","00.555","DESPACHO I3A",,0,17,0.00000000,0.00000000,0.00000000,15.00000000,2.600,2.600,39.00000000,1,3,3,7,5,2,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,1,0,1,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRE.1065.00.560","CRE.1065.","00.560","SECRETARIA I3A",,1592,47,0.00000000,0.00000000,0.00000000,19.50000000,2.600,2.600,50.70000000,1,2,3,7,5,3,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,1,1,2,1,1,1,2,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CRE.1065.00.565","CRE.1065.","00.565","SECRETARIA I3A",,0,47,0.00000000,0.00000000,0.00000000,12.70000000,2.600,2.600,33.02000000,1,1,3,7,5,3,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,1,0,1,0,1,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRE.1065.00.570","CRE.1065.","00.570","CUADRO ELÉCTRICO",,0,37,0.00000000,0.00000000,0.00000000,9.72000000,2.600,2.600,25.27200000,1,0,1,2,5,1,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"CRE.1065.00.580","CRE.1065.","00.580","CENTRAL TELEFÓNICA",,0,30,0.00000000,0.00000000,0.00000000,8.68000000,2.830,2.830,24.56400000,1,0,3,2,5,1,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CRE.1065.00.590","CRE.1065.","00.590","C1 0 2",,1364,30,0.00000000,0.00000000,0.00000000,20.69000000,2.500,2.500,51.72500000,1,4,3,7,5,2,0,0,0,0,0,0,0,0,1,3,,,0,0,0,3,0,0,0,0,1,0,1,1,1,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CRE.1065.00.600","CRE.1065.","00.600","ALMACEN - CENTRAL TELEFÓNICA",,5465,2,0.00000000,0.00000000,0.00000000,22.47000000,2.600,2.600,58.42200000,1,1,3,7,5,3,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CRE.1065.00.620","CRE.1065.","00.620","PASILLO",,0,31,0.00000000,0.00000000,0.00000000,50.49000000,2.550,2.550,128.74900000,1,8,3,1,3,10,0,0,0,0,0,0,0,0,6,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1,0,2,0,0,0,2,0,0,1,0,1,0,0
"CRE.1065.00.630","CRE.1065.","00.630","PASILLO",,0,31,0.00000000,0.00000000,0.00000000,29.14000000,2.550,2.550,74.30700000,1,14,3,5,3,6,0,0,0,0,0,0,0,0,6,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1,0,1,0,1,1,2,0,0,1,0,1,0,0
"CRE.1065.00.640","CRE.1065.","00.640","LABORATORIO C4 0 26 ",,3997,55,0.00000000,0.00000000,0.00000000,62.37000000,2.600,2.600,162.16200000,1,3,1,6,5,11,2,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,0,0,1,1,5,,,0,0,0,0,0,0,2,0,0,1,0,1,0,0
"CRE.1065.00.650","CRE.1065.","00.650","LABORATORIO C2 0 2 ",,3999,55,0.00000000,0.00000000,0.00000000,28.00000000,2.600,2.600,72.80000000,1,1,1,6,5,2,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,0,0,0,1,1,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.00.660","CRE.1065.","00.660","C2 0 38",,4215,17,0.00000000,0.00000000,0.00000000,11.61000000,2.550,2.550,29.60500000,1,4,3,7,5,2,0,0,0,0,0,0,0,0,6,3,,,0,0,0,0,0,0,0,0,1,0,1,1,1,,,0,0,0,0,0,0,2,0,0,1,0,0,0,0
"CRE.1065.00.670","CRE.1065.","00.670","LABORATORIO C2 0 39",,4216,17,0.00000000,0.00000000,0.00000000,11.00000000,2.600,2.600,28.60000000,1,2,1,7,5,2,1,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,1,0,1,1,1,,,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"CRE.1065.00.680","CRE.1065.","00.680","LABORATORIO C2 0 40",,4209,17,0.00000000,0.00000000,0.00000000,11.00000000,2.600,2.600,28.60000000,1,2,1,7,5,2,0,0,0,0,0,0,0,0,1,3,,,0,0,0,0,0,0,0,0,1,0,1,1,1,,,0,0,0,0,0,0,2,0,0,1,0,0,0,0
"CRE.1065.00.690","CRE.1065.","00.690","C2 0 41",,4210,17,0.00000000,0.00000000,0.00000000,10.80000000,2.550,2.550,27.54000000,1,2,3,7,5,2,0,0,0,0,0,0,0,0,6,3,,,0,0,0,0,0,0,0,1,2,0,1,1,1,,,0,0,0,0,0,0,2,0,0,1,0,0,0,0
"CRE.1065.00.700","CRE.1065.","00.700","PASILLO  ",,0,31,0.00000000,0.00000000,0.00000000,21.00000000,2.600,2.600,54.60000000,1,0,1,2,5,2,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,2,,,0,1,0,1,0,0,2,0,0,0,0,1,0,0
"CRE.1065.00.705","CRE.1065.","00.705","PASILLO",,0,31,0.00000000,0.00000000,0.00000000,24.00000000,2.640,2.640,63.36000000,1,0,1,2,5,10,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1,0,1,0,0,0,2,0,0,1,0,1,0,0
"CRE.1065.00.710","CRE.1065.","00.710","PASILLO",,0,31,0.00000000,0.00000000,0.00000000,20.84000000,2.640,2.640,55.01800000,1,0,1,2,5,3,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,1,1,2,0,0,1,0,1,0,0
"CRE.1065.00.715","CRE.1065.","00.715","PASILLO",,0,31,0.00000000,0.00000000,0.00000000,7.10000000,2.640,2.640,18.74400000,1,0,1,2,5,3,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,2,0,0,1,0,1,0,0
"CRE.1065.00.716","CRE.1065.","00.716","PASILLO",,0,31,0.00000000,0.00000000,0.00000000,4.80000000,2.640,2.640,12.67200000,1,0,1,2,5,3,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,2,0,0,1,0,1,0,0
"CRE.1065.00.720","CRE.1065.","00.720","C2 0 8",,7301,55,0.00000000,0.00000000,0.00000000,71.85000000,6.330,4.475,321.52900000,1,4,3,5,5,12,0,0,0,0,0,0,0,0,6,3,,,0,0,0,0,0,0,0,0,6,0,0,5,15,,,0,0,0,0,0,0,2,0,0,1,0,0,0,0
"CRE.1065.00.725","CRE.1065.","00.725","C2 0 10",,7302,55,0.00000000,0.00000000,0.00000000,79.50000000,6.330,4.475,355.76200000,1,4,3,5,5,16,0,0,0,0,0,0,0,0,6,3,,,0,0,0,0,0,0,0,1,4,0,0,5,15,,,0,0,0,0,0,0,2,0,0,1,0,0,0,0
"CRE.1065.00.730","CRE.1065.","00.730","C2 0 11",,4508,55,0.00000000,0.00000000,0.00000000,150.85000000,6.330,4.475,675.05400000,1,8,3,5,5,24,0,0,0,0,0,0,0,0,6,3,,,0,0,0,0,0,0,0,1,7,0,0,3,96,,,0,0,0,0,0,0,2,0,0,1,0,0,0,0
"CRE.1065.00.735","CRE.1065.","00.735","PASILLO",,0,31,0.00000000,0.00000000,0.00000000,29.78000000,2.640,2.640,78.61900000,1,0,1,2,5,10,0,0,0,0,0,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,2,0,0,1,0,1,0,0
"CRE.1065.00.750","CRE.1065.","00.750","MICROSCOPIO E",,1380,26,0.00000000,0.00000000,0.00000000,20.00000000,2.600,2.600,52.00000000,1,3,3,7,5,4,1,0,0,0,0,0,0,0,4,1,,,0,0,0,0,0,0,0,1,3,0,0,1,0,,,0,0,0,0,0,0,2,0,0,0,0,1,0,0
